source,theme,titre,date,date_parsed,auteur,contenu,url
SeneNews,Société,Ama Baldé : Comment le lutteur a dribblé la police sénégalaise pour s’envoler vers la France,12/06/2025 à 10:44,2025-06-12 10:44,Modou Mamoune Tine,"Le lutteur Ama Baldé, présumé en cavale après une altercation survenue le 25 mai dernier avec l’un de ses agents, est désormais dans le collimateur de la Police de l’air et des frontières (DPAF). Le commissariat de Pikine avait émis un avis de recherche pour sa localisation, avec pour objectif une arrestation dès son retour au Sénégal.",https://www.senenews.com/justice/ama-balde-comment-le-lutteur-a-dribble-la-police-senegalaise-pour-senvoler-vers-la-france_545422.html
SeneNews,Politique,Audition : Ce que l’ancienne ministre Sophie Gladima a dit devant la Haute Cour de Justice,12/06/2025 à 10:32,2025-06-12 10:32,Thierno Gueye,,https://www.senenews.com/actualites/audition-ce-que-lancienne-ministre-sophie-gladima-a-dit-devant-la-haute-cour-de-justice_545421.html
SeneNews,Actualité,Retour de la Mecque : La pélerine Adja Momy Seck décède après l’atterrissage de l’avion à l’AIBD,12/06/2025 à 10:23,2025-06-12 10:23,Khadija Sène,"La Délégation générale au Pèlerinage a annoncé avec une profonde tristesse le décès d’Adja Momy Seck, une pèlerine âgée de 71 ans. Le drame s’est produit le 11 juin 2025, peu après l’atterrissage du vol inaugural des pèlerins sénégalais à l’AIBD. Selon les informations disponibles,Adja Momy Secka succombé à un malaise.",https://www.senenews.com/actualites/retour-de-la-mecque-la-pelerine-adja-momy-seck-decede-apres-latterrissage-de-lavion-a-laibd_545418.html
SeneNews,Actualité,Justice : Le tiktokeur Cheikh Everywhere envoyé en prison,12/06/2025 à 10:06,2025-06-12 10:06,Khadija Sène,"L’univers des réseaux sociaux est en émoi. Cheikh Everywhere, le célèbre influenceur, connu pour ses vidéos captivantes et son humour décalé, a été placé en détention. La nouvelle, qui a fait le tour de la toile, a suscité une vague de réactions parmi ses nombreux fans et abonnés.

Les informations disponibles, partagées sur les plateformes numériques, suggèrent que l’incarcération de Cheikh Everywhere serait liée à une affaire familiale. Selon les premières révélations, l’influenceur aurait pris la défense de sa tante paternelle, victime de maltraitance. Ce geste de solidarité aurait provoqué une réaction en chaîne, conduisant un membre de sa famille à porter plainte contre lui.Cette affaire met en lumière les complexités des relations familiales et les conséquences potentielles des conflits domestiques, même lorsqu’ils impliquent des personnalités publiques. Alors que l’enquête suit son cours, les fans deCheikh Everywhereattendent avec impatience de nouvelles informations, tout en espérant un dénouement rapide et favorable pour leur idole.

Cette affaire met en lumière les complexités des relations familiales et les conséquences potentielles des conflits domestiques, même lorsqu’ils impliquent des personnalités publiques. Alors que l’enquête suit son cours, les fans deCheikh Everywhereattendent avec impatience de nouvelles informations, tout en espérant un dénouement rapide et favorable pour leur idole.",https://www.senenews.com/actualites/justice-le-tiktokeur-cheikh-everywhere-envoye-en-prison_545416.html
SeneNews,Actualité,Centre-ville de Dakar : Orabank Côte d’Ivoire saisit le site abritant l’hôtel Croix du Sud,12/06/2025 à 10:05,2025-06-12 10:05,Modou Mamoune Tine,"Plusieurs crédits non remboursés ont conduit Orabank Côte d’Ivoire à enclencher une procédure de saisie-vente visant un bien de prestige. Selon le journal Libération, la banque a saisi la Chambre des criées pour obtenir l’autorisation de vendre le bloc immobilier abritant l’hôtel Croix du Sud, un établissement situé en plein centre-ville de Dakar, derrière le siège du ministère des Affaires étrangères.

Ce montant, plus conséquent, fait également partie des créances que la banque tente de recouvrer à travers cette opération judiciaire. La mise à prix globale du bloc immobilier saisi parOrabanka été fixée à 2 milliards de francs CFA. Le verdict du tribunal, qui décidera de la tenue effective de la vente aux enchères, est attendu pour le 1er juillet prochain.",https://www.senenews.com/actualites/centre-ville-de-dakar-orabank-cote-divoire-saisit-le-site-abritant-lhotel-croix-du-sud_545414.html
SeneNews,Actualité,"Chirurgie esthétique : Entre BBL, liposuccion et autres… voici combien coûtent les opérations",12/06/2025 à 10:05,2025-06-12 10:05,Thierno Gueye,"Mais au-delà du coût financier, ce sont les séquelles physiques et psychologiques qui inquiètent : infections post-opératoires, troubles alimentaires, douleurs chroniques, voire décès. Adji Mass avoue : « J’étais à un pas de la mort. » Une autre victime confie ne plus pouvoir s’alimenter que de bouillie depuis six mois. Le moindre écart alimentaire provoque des douleurs insoutenables.Derrière ce business lucratif se cachent des pratiques douteuses. En Tunisie, des agences comme Glam Travel ciblent les influenceuses sénégalaises avec des opérations offertes contre promotion sur les réseaux sociaux. Mais comme le dit une patiente : « Quand le service est gratuit, c’est vous le produit. »

Derrière ce business lucratif se cachent des pratiques douteuses. En Tunisie, des agences comme Glam Travel ciblent les influenceuses sénégalaises avec des opérations offertes contre promotion sur les réseaux sociaux. Mais comme le dit une patiente : « Quand le service est gratuit, c’est vous le produit. »",https://www.senenews.com/actualites/chirurgie-esthetique-entre-bbl-liposuccion-et-autres-voici-combien-coutent-les-operations_545398.html
SeneNews,Actualité,"Pour s’offrir de nouveaux habits pour la Tabaski, un étudiant vole 370 000 FCFA et les perd avec 1Xbet",12/06/2025 à 09:56,2025-06-12 09:56,Khadija Sène,"Demba Sarr a une conception bien particulière des préparatifs de la fête de la Tabaski. Étudiant de son état, il travaillait dans une quincaillerie installée à Saly Portudal. Selon L’Observateur, c’est courant mai que le jeune homme a frauduleusement soutiré une somme de 370 000 FCFA, qu’il a ensuite entièrement engloutie dans les paris sportifs.

Grâce à l’intervention de sa mère, qui a remboursé intégralement la somme détournée à la gérante, Demba Sarr a été reconnu coupable mais a bénéficié de circonstances atténuantes : il a été condamné à trois mois de prison assortis du sursis.",https://www.senenews.com/actualites/pour-soffrir-de-nouveaux-habits-pour-la-tabaski-un-etudiant-vole-370-000-fcfa-et-les-perd-avec-1xbet_545411.html
SeneNews,Politique,"Bassirou Diomaye Faye, les raisons d’un nouveau voyage à New York",12/06/2025 à 09:56,2025-06-12 09:56,Modou Mamoune Tine,"Le président de la République du Sénégal, Bassirou Diomaye Faye, s’apprête à effectuer deux déplacements diplomatiques d’envergure dans les prochains jours.

Ce déplacement aux États-Unis intervient alors que le Sénégal continue de jouer un rôle actif au sein des instances diplomatiques internationales, en particulier sur les questions de paix, de droits humains et de solidarité internationale. La participation du président Bassirou Diomaye Faye à cette conférence témoigne de l’engagement constant de Dakar en faveur d’une solution juste et durable au conflit israélo-palestinien.Dans la foulée de ce déplacement, le président sénégalais rejoindra Abuja, la capitale fédérale du Nigeria, où il participera le 22 juin 2025 au sommet de la Communauté économique des États de l’Afrique de l’Ouest (CEDEAO). Ce sommet s’annonce déterminant pour la stabilité régionale, notamment face aux tensions persistantes dans l’espace sahélien et aux défis de gouvernance démocratique dans plusieurs États membres.

Dans la foulée de ce déplacement, le président sénégalais rejoindra Abuja, la capitale fédérale du Nigeria, où il participera le 22 juin 2025 au sommet de la Communauté économique des États de l’Afrique de l’Ouest (CEDEAO). Ce sommet s’annonce déterminant pour la stabilité régionale, notamment face aux tensions persistantes dans l’espace sahélien et aux défis de gouvernance démocratique dans plusieurs États membres.",https://www.senenews.com/actualites/bassirou-diomaye-faye-les-raisons-dun-nouveau-voyage-a-new-york_545410.html
SeneNews,Actualité,Décès de Ngoné Ndiaye après sa chirurgie : Les nouvelles révélations de la presse anglaise,12/06/2025 à 09:50,2025-06-12 09:50,Khadija Sène,"De nombreuses jeunes femmes sont tombées malades ou sont décédées des suites d’une opération BBL en Turquie. Le mannequin Ngoné Ndiaye est décédée tragiquement après avoir subi une opération de lifting des fesses en Turquie.

Ngoné Ndiaye a suscité des inquiétudes après que sa famille a perdu contact avec elle lorsqu’elle s’est rendue dans le pays pour une intervention dangereuse. Sa mère en deuil a confirmé qu’elle espérait subir une intervention chirurgicale pour résoudre un problème lié à un lifting brésilien des fesses, autrement connu sous le nom de BBL.Un BBL est utilisé pour donner aux fesses une apparence plus grosse, arrondie et relevée. Les chirurgiens transfèrent de la graisse, injectent des produits de comblement ou insèrent des implants remplis de silicone.Ngoné Ndiayecomptait près de 100 000 abonnés sur Instagram et était réputée pour son contenu de mode en ligne. En 2008, elle a été couronnée Miss Pikine après avoir représenté sa ville natale de Pikine, au Sénégal, en Afrique de l’Ouest.Elle a travaillé avec de nombreux stylistes locaux et a participé à divers événements culturels. Ngone a vécu en France avant de mourir. Après le retour de sa dépouille au Sénégal, sa famille et ses amis en deuil se sont réunis pour lui rendre un dernier hommage, rapportent les médias locaux.

Un BBL est utilisé pour donner aux fesses une apparence plus grosse, arrondie et relevée. Les chirurgiens transfèrent de la graisse, injectent des produits de comblement ou insèrent des implants remplis de silicone.Ngoné Ndiayecomptait près de 100 000 abonnés sur Instagram et était réputée pour son contenu de mode en ligne. En 2008, elle a été couronnée Miss Pikine après avoir représenté sa ville natale de Pikine, au Sénégal, en Afrique de l’Ouest.Elle a travaillé avec de nombreux stylistes locaux et a participé à divers événements culturels. Ngone a vécu en France avant de mourir. Après le retour de sa dépouille au Sénégal, sa famille et ses amis en deuil se sont réunis pour lui rendre un dernier hommage, rapportent les médias locaux.

Ngoné Ndiayecomptait près de 100 000 abonnés sur Instagram et était réputée pour son contenu de mode en ligne. En 2008, elle a été couronnée Miss Pikine après avoir représenté sa ville natale de Pikine, au Sénégal, en Afrique de l’Ouest.Elle a travaillé avec de nombreux stylistes locaux et a participé à divers événements culturels. Ngone a vécu en France avant de mourir. Après le retour de sa dépouille au Sénégal, sa famille et ses amis en deuil se sont réunis pour lui rendre un dernier hommage, rapportent les médias locaux.

Elle a travaillé avec de nombreux stylistes locaux et a participé à divers événements culturels. Ngone a vécu en France avant de mourir. Après le retour de sa dépouille au Sénégal, sa famille et ses amis en deuil se sont réunis pour lui rendre un dernier hommage, rapportent les médias locaux.",https://www.senenews.com/actualites/deces-de-ngone-ndiaye-apres-sa-chirurgie-les-nouvelles-revelations-de-la-presse-anglaise_545403.html
SeneNews,International,"Meurtre : Silentó, auteur de la célèbre chanson « Watch Me », écope de 30 ans de prison",12/06/2025 à 09:40,2025-06-12 09:40,Modou Mamoune Tine,"Le rappeur américain Silentó, célèbre pour son tube viral Watch Me (Whip/Nae Nae) en 2015, a été condamné mercredi 11 juin à 30 ans de prison pour homicide volontaire.",https://www.senenews.com/actualites/international/meurtre-silento-auteur-de-la-celebre-chanson-watch-me-ecope-de-30-ans-de-prison_545407.html
SeneNews,International,"Inde : Crash d’un avion à destination de l’Angleterre avec 242 personnes à bord, les secours mobilisés",12/06/2025 à 09:36,2025-06-12 09:36,Thierno Gueye,"Un grave accident d’avion est survenu ce jeudi à l’aéroport international Sardar Vallabhbhai Patel d’Ahmedabad, dans l’ouest de l’Inde. Un appareil de la compagnie Air India, en partance pour Londres, s’est écrasé au moment du décollage, ont rapporté plusieurs chaînes de télévision indiennes.",https://www.senenews.com/actualites/international/inde-crash-dun-avion-a-destination-de-langleterre-avec-242-personnes-a-bord-les-secours-mobilises_545402.html
SeneNews,Politique,Le président Bassirou Diomaye Faye va rencontrer les guides religieux,12/06/2025 à 09:28,2025-06-12 09:28,Modou Mamoune Tine,"Le chef de l’État a informé le Gouvernement de sa volonté d’instaurer une rencontre nationale annuelle avec les guides religieux et les chefs coutumiers. Cette initiative vise à renforcer le dialogue interreligieux et à consolider les liens entre l’État et les autorités spirituelles et traditionnelles. Lors de son intervention, le présidentBassirou Diomaye Fayea salué l’exemplarité du vivre-ensemble observée durant les récentes fêtes religieuses de la Tabaski et de la Pentecôte.Il a insisté sur la nécessité de préserver cette harmonie qui fait la spécificité du modèle sénégalais de cohabitation entre les confessions. Il a ainsi demandé au Gouvernement de mobiliser les ressources nécessaires pour moderniser les sites religieux sur l’ensemble du territoire national et faciliter l’exercice du culte, quelles qu’en soient les confessions. En érigeant cette rencontre en événement national annuel, le président entend créer un cadre d’échange institutionnel avec les acteurs religieux et coutumiers, au-delà des consultations ponctuelles.

Il a insisté sur la nécessité de préserver cette harmonie qui fait la spécificité du modèle sénégalais de cohabitation entre les confessions. Il a ainsi demandé au Gouvernement de mobiliser les ressources nécessaires pour moderniser les sites religieux sur l’ensemble du territoire national et faciliter l’exercice du culte, quelles qu’en soient les confessions. En érigeant cette rencontre en événement national annuel, le président entend créer un cadre d’échange institutionnel avec les acteurs religieux et coutumiers, au-delà des consultations ponctuelles.",https://www.senenews.com/actualites/le-president-bassirou-diomaye-faye-va-rencontrer-les-guides-religieux_545401.html
SeneNews,Sport,"48 heures après le match, on sait enfin pourquoi l’arbitre a refusé le but égalisateur de l’Angleterre",12/06/2025 à 09:18,2025-06-12 09:18,Modou Mamoune Tine,"Le choc amical entre le Sénégal et l’Angleterre, disputé à Nottingham, restera dans les annales du football africain. Les Lions de la Teranga y ont signé une victoire historique (3-1), devenant la première nation africaine à battre les Three Lions. Mais si cette performance est célébrée sur le continent, elle suscite une vive polémique en Angleterre. La cause : un but égalisateur de Jude Bellingham, annulé après intervention de la VAR. Une décision de l’arbitre française Stéphanie Frappart qui a provoqué l’indignation des joueurs anglais.

Quelques minutes après cette décision controversée, le Sénégal a inscrit un troisième but, scellant définitivement le sort du match. Si les regrets sont profonds côté anglais, le règlement offre peu de place à l’interprétation dans ce type de situation. Le débat reste ouvert, mais sur le plan réglementaire, la décision de Stéphanie Frappart apparaît conforme aux règles du football moderne.",https://www.senenews.com/actualites/48-heures-apres-le-match-on-sait-enfin-pourquoi-larbitre-a-refuse-le-but-egalisateur-de-langleterre_545250.html
SeneNews,Premium,Chirurgie esthétique : Lumière sur le business lucratif qui a emporté Ngoné Ndiaye,12/06/2025 à 09:15,2025-06-12 09:15,Thierno Gueye,Pourquoi vous devez soutenir l’initiative Senenews Premium?,https://www.senenews.com/premium/chirurgie-esthetique-lumiere-sur-le-business-lucratif-qui-a-emporte-ngone-ndiaye_545396.html
SeneNews,Actualité,"Les frontières sous surveillance, la DPAF en alerte, l’étau se resserre autour de Ama Baldé",12/06/2025 à 09:06,2025-06-12 09:06,Modou Mamoune Tine,"Face à cette situation, le commissariat de Pikine reste en alerte, gardant un œil attentif non seulement sur le domicile familial à Pikine, mais également sur la résidence d’Ama Baldé à Niagues, dans la commune de Tivaouane Peulh.",https://www.senenews.com/actualites/les-frontieres-sous-surveillance-la-dpaf-en-alerte-letau-se-resserre-autour-de-ama-balde_545393.html
SeneNews,Politique,Ousmane Sonko prend les choses en main pour les règles de passation de marchés publics,12/06/2025 à 09:00,2025-06-12 09:00,Thierno Gueye,"En Conseil des ministres, hier, le Premier ministre Ousmane Sonko a abordé la question du renforcement des capacités dans la gestion de la commande publique. Il a souligné les constats alarmants relevés dans le cadre de la relecture des contrats et conventions, notamment les cas de surfacturation et les graves violations des règles de passation de marchés. À ce titre, il a mis l’accent sur l’importance des marchés publics en tant qu’outil d’exécution des missions de l’État.",https://www.senenews.com/actualites/ousmane-sonko-prend-les-choses-en-main-pour-les-regles-de-passation-de-marches-publics_545394.html
SeneNews,Sport,Les vérités de Gana Gueye sur l’absence de Sadio Mané : « Nul n’est indispensable »,12/06/2025 à 08:52,2025-06-12 08:52,Modou Mamoune Tine,"Un match nul et une victoire, c’est le bilan des Lions du Sénégal lors de cette trêve internationale du mois de juin. Idrissa Gana Gueye, auteur d’une prestation XXL, parle d’un résultat globalement positif.

« Deux résultats très positifs, parce qu’on a fait match nul contre l’Irlande. Ce sont des matchs en fin de saison, qui ne sont jamais faciles. Donc, on a su revenir au score contre l’Irlande avec une équipe remaniée, composée de beaucoup de joueurs qui n’avaient jamais joué avec l’équipe nationale du Sénégal. D’autres n’ont pas eu de temps de jeu en club, et le coach a bien fait de faire tourner l’équipe et de donner la chance à tout le monde. Cela lui a aussi permis de voir certains joueurs, et je pense que la victoire face à l’Angleterre était une très bonne chose », a déclaré le milieu de terrain des Lions du Sénégal.Le Sénégal s’est en effet imposé avec brio face à l’Angleterre, malgré l’absence de Sadio Mané. Un fait qui ne semble guère surprendreGana Gueye, convaincu que les joueurs sont interchangeables.« La présence de Sadio Mané sur le terrain nous enlève beaucoup de poids, mais je pense que nul n’est indispensable. Mané est un joueur très important pour nous, et je pense que les autres joueurs ont su se montrer à la hauteur et compenser ce manquement » (ndlr : l’absence de Sadio Mané), a-t-il souligné. Selon le journal SourceA, le staff technique a été particulièrement satisfait de la capacité d’adaptation du groupe, notamment face aux nombreux changements opérés dans l’effectif pour cette double confrontation.

Le Sénégal s’est en effet imposé avec brio face à l’Angleterre, malgré l’absence de Sadio Mané. Un fait qui ne semble guère surprendreGana Gueye, convaincu que les joueurs sont interchangeables.« La présence de Sadio Mané sur le terrain nous enlève beaucoup de poids, mais je pense que nul n’est indispensable. Mané est un joueur très important pour nous, et je pense que les autres joueurs ont su se montrer à la hauteur et compenser ce manquement » (ndlr : l’absence de Sadio Mané), a-t-il souligné. Selon le journal SourceA, le staff technique a été particulièrement satisfait de la capacité d’adaptation du groupe, notamment face aux nombreux changements opérés dans l’effectif pour cette double confrontation.",https://www.senenews.com/actualites/les-verites-de-gana-gueye-sur-labsence-de-sadio-mane-nul-nest-indispensable_545390.html
SeneNews,Politique,Rebeuss : La situation de Farba Ngom s’est aggravée,12/06/2025 à 08:35,2025-06-12 08:35,Thierno Gueye,"« Nous appelons les autorités judiciaires à prendre leurs responsabilités », ont-ils confié à L’Observateur. Dans ce contexte, les visites auxquelles il avait droit ont été suspendues à sa demande. Désormais, seuls les membres de sa famille et quelques rares proches sont autorisés à le voir.",https://www.senenews.com/actualites/rebeuss-la-situation-de-farba-ngom-sest-aggravee_545388.html
SeneNews,Actualité,"29 coups de couteau sur une Italienne de 78 ans, ce Sénégalais risque la prison à vie",12/06/2025 à 08:15,2025-06-12 08:15,Modou Mamoune Tine,"En Italie, Louis Dassilva, un ressortissant sénégalais de 35 ans, est au cœur d’une affaire criminelle qui a profondément ému l’opinion publique. Il est accusé d’avoir assassiné sauvagement Pierina Paganelli, une femme de 78 ans, dans le garage de son immeuble à Rimini, le 3 octobre 2023, rapporte Les Échos.

Le crime, particulièrement brutal, a été commis alors que la victime rentrait d’une réunion religieuse. Elle aurait été poignardée à 29 reprises, selon les conclusions des enquêteurs italiens. Ces derniers soupçonnent un acte prémédité, commis avec une grande cruauté sur une personne incapable de se défendre. Louis Dassilva, arrêté en juillet 2024, entretenait une liaison avec Manuela Bianchi, la belle-fille de la victime. Cetterelation extraconjugale, jugée conflictuelle au sein de la famille, pourrait constituer le mobile du meurtre, selon les autorités italiennes. Le parquet pointe la préméditation comme un élément central du dossier, laissant entrevoir des réquisitions très lourdes.Une audience préliminaire est prévue pour le 23 juin 2025. En plus des accusations pesant sur Dassilva, Manuela Bianchi pourrait également faire l’objet de poursuites, notamment pour obstruction à la justice, selon Les Échos.

Une audience préliminaire est prévue pour le 23 juin 2025. En plus des accusations pesant sur Dassilva, Manuela Bianchi pourrait également faire l’objet de poursuites, notamment pour obstruction à la justice, selon Les Échos.",https://www.senenews.com/actualites/29-coups-de-couteau-sur-une-italienne-de-78-ans-ce-senegalais-risque-la-prison-a-vie_545385.html
SeneNews,Actualité,"Justice : Jérôme Bandiaky, le frère de Doudou Kâ et le beau-frère du lutteur Boy Niang fixés sur leur sort",12/06/2025 à 08:01,2025-06-12 08:01,Thierno Gueye,"L’information judiciaire ouverte dans le cadre de l’affaire Jérôme Bandiaky, alias « Sniper », a connu son épilogue au niveau de l’instruction. Selon Libération, qui donne l’information ce jeudi 12 juin, le Doyen des juges a clôturé l’enquête et décidé de renvoyer deux des trois mis en cause devant le tribunal correctionnel, tandis que le troisième bénéficie d’un non-lieu.",https://www.senenews.com/actualites/justice-jerome-bandiaky-le-frere-de-doudou-ka-et-le-beau-frere-du-lutteur-boy-niang-fixes-sur-leur-sort_545383.html
SeneNews,Actualité,"Rebeuss : En prison depuis 105 jours, la décision radicale prise par Farba Ngom",12/06/2025 à 07:30,2025-06-12 07:30,Modou Mamoune Tine,"Prévu ce jeudi 12 juin, le rituel hebdomadaire des visites à Farba Ngom n’aura finalement pas lieu. Le maire des Agnams, détenu à la prison de Rebeuss depuis février dernier, a annoncé la suspension temporaire de ses visites en raison d’un problème de santé, rapporte le journal Source A. L’ancien député de l’Alliance pour la République (APR), influent compagnon politique de Macky Sall, a informé ses proches de cette décision. La nature exacte du mal dont il souffre demeure inconnue, tout comme la durée de son indisponibilité.

Depuis sa réincarcération dans le cadre d’une affaire retentissante liée à des transactions financières jugées suspectes, Farba Ngom reçoit régulièrement des visites, chaque jeudi, de proches, militants et figures politiques. Cette suspension, bien que temporaire, alimente les spéculations sur l’état de santé réel de celui qui reste une figure emblématique du camp de l’ancien pouvoir.Pour rappel,Farba Ngomest poursuivi pour association de malfaiteurs en bande criminelle organisée, escroquerie portant sur des deniers publics et blanchiment de capitaux, dans une affaire instruite à partir d’un rapport de la Centif. Ses avocats ont récemment obtenu du juge d’instruction une expertise médicale, confiée au Pr Alassane Mbaye, cardiologue, afin d’évaluer la compatibilité de sa condition physique avec la détention. L’avis médical, toujours attendu, pourrait être déterminant pour une éventuelle évolution de sa situation judiciaire.

Pour rappel,Farba Ngomest poursuivi pour association de malfaiteurs en bande criminelle organisée, escroquerie portant sur des deniers publics et blanchiment de capitaux, dans une affaire instruite à partir d’un rapport de la Centif. Ses avocats ont récemment obtenu du juge d’instruction une expertise médicale, confiée au Pr Alassane Mbaye, cardiologue, afin d’évaluer la compatibilité de sa condition physique avec la détention. L’avis médical, toujours attendu, pourrait être déterminant pour une éventuelle évolution de sa situation judiciaire.",https://www.senenews.com/actualites/rebeuss-en-prison-depuis-105-jours-la-decision-radicale-prise-par-farba-ngom_545382.html
SeneNews,Actualité,Primature : Le président Bassirou Diomaye Faye limoge Aminata Diop Ndoye,12/06/2025 à 07:00,2025-06-12 07:00,Modou Mamoune Tine,"Le président de la République, Bassirou Diomaye Faye, a procédé à un changement stratégique à la tête du Conseil national de Développement de la Nutrition (CNDN).

Le nouveau Secrétaire exécutif, Mbaye Sène, titulaire d’un diplôme d’État en médecine, aura pour mission de réorienter les programmes du CNDN vers une approche plus communautaire, préventive et décentralisée. Il devra notamment renforcer la coordination avec les collectivités territoriales, améliorer la surveillance nutritionnelle et veiller à l’inclusion des groupes vulnérables dans les politiques publiques.",https://www.senenews.com/actualites/primature-le-president-bassirou-diomaye-faye-limoge-aminata-diop-ndoye-photo_545380.html
Senego,Société,"Italie : Un Sénégalais jugé pour le meurtre brutal de la belle-mère de sa compagne, poignardée 29 fois","12 juin 2025, 08:49",2025-06-12,Diéry DIALLO,"En Italie, Louis Dassilva, ressortissant sénégalais âgé de 35 ans, est poursuivi pour le meurtre brutal de Pierina Paganelli, une femme de 78 ans, tuée de 29 coups de couteau dans le garage de son immeuble à Rimini, le 3 octobre 2023. L’information est rapportée par le quotidien Les Échos.
Selon les enquêteurs, la victime rentrait d’une réunion religieuse lorsqu’elle a été attaquée, de manière particulièrement violente. Le parquet italien évoque un crime prémédité, caractérisé par une extrême cruauté et l’impossibilité pour la victime de se défendre.
Arrêté en juillet 2024, Louis Dassilva entretenait, d’après la même source, une relation intime avec Manuela Bianchi, la belle-fille de la défunte. Cette liaison pourrait constituer le mobile du crime, selon les premières conclusions de l’enquête.
L’affaire, très suivie par les médias italiens, a profondément ému l’opinion publique. Outre la procédure engagée contre Dassilva, des poursuites pourraient également être intentées contre Manuela Bianchi, soupçonnée d’obstruction à la justice.
L’audience préliminaire est prévue pour le 23 juin 2025. En cas de condamnation, Louis Dassilva risque la réclusion criminelle à perpétuité.",https://senego.com/italie-un-senegalais-juge-pour-le-meurtre-brutal-de-la-belle-mere-de-sa-compagne-poignardee-29-fois_1847696.html
Senego,Société,"Affaire Jérôme Bandiaky : Sniper et le frère de Doudou Kâ renvoyés en jugement, le lutteur « Mbeuss » remis en liberté","12 juin 2025, 07:48",2025-06-12,Diéry DIALLO,"L’information judiciaire ouverte dans le cadre de l’affaire Jérôme Bandiaky a été clôturée. Le Doyen des juges a rendu son ordonnance, fixant désormais le sort des trois personnes impliquées dans ce dossier sensible.
Selon le quotidien Libération parcouru par Senego, deux des mis en cause, à savoir Jérôme Bandiaky alias « Sniper » – considéré comme le principal accusé – et Sakory Kâ, frère de l’ancien ministre Doudou Kâ, ont été renvoyés devant le tribunal correctionnel. En revanche, le troisième prévenu, le lutteur Bathie Bâ, plus connu sous le nom de « Mbeuss », a bénéficié d’un non-lieu. Il a été remis en liberté immédiatement après la notification de l’ordonnance.
« Sniper » devra répondre de plusieurs chefs d’accusation lourds : détention illégale et trafic illicite d’armes, détention non autorisée de munitions, obtention d’avantages indus et escroquerie au service. Il est soupçonné d’avoir joué un rôle central dans des opérations ciblées, notamment lors des périodes de tensions politiques sous la présidence de Macky Sall.
De son côté, Sakory Kâ est poursuivi pour détention non autorisée d’armes et de munitions, ainsi que pour trafic illicite d’armes.",https://senego.com/affaire-jerome-bandiaky-sniper-et-le-frere-de-doudou-ka-renvoyes-en-jugement-le-lutteur-mbeuss-remis-en-liberte_1847664.html
Senego,People,"Accident mortel à Mbour : un talibé décède, le conducteur en fuite","12 juin 2025, 16:05",2025-06-12,Faty BA,"Un accident tragique s’est déroulé tôt ce matin dans le quartier Santèssou à Mbour. Vers 6 heures, trois jeunes talibés ont été percutés par un véhicule particulier. L’un d’entre eux, gravement blessé, a malheureusement succombé à ses blessures à l’hôpital Thierno Mansour Barro.
Les deux autres victimes sont actuellement en soins intensifs, leur état de santé étant jugé préoccupant. L’automobiliste impliqué dans cet accident a pris la fuite, suscitant une vague d’émotion et d’indignation dans la communauté locale. Les autorités recherchent activement ce conducteur afin de faire la lumière sur les circonstances du drame.
Cette information a été initialement rapportée par nos confrères de Kawtef, mettant en exergue la dangerosité des routes et l’importance des mesures de sécurité routière, notamment dans les zones résidentielles.",https://senego.com/accident-mortel-a-mbour-un-talibe-decede-le-conducteur-en-fuite_1847877.html
Senego,People,L’amour impossible de Djame et Fatoumata : une série captivante à ne pas manquer,"12 juin 2025, 15:55",2025-06-12,Faty BA,"L’épisode 4 de la saison 2 de « Djame et Fatoumata » continue de plonger les spectateurs dans l’histoire complexe et passionnée de ses protagonistes. Dans cette série, deux âmes destinées à ne jamais s’unir tissent un lien d’amitié intense qui évolue en une romance presque parfaite. Située dans les villages du Fulbé et de l’Ogou, l’intrigue explore des vies distinctes, marquées par des erreurs de jeunesse, des destins imbriqués, et un amour authentique.
Les vies de Djame et Fatoumata sont habitées par des secrets sombres et des sacrifices. Ces mots capturent l’essence de leur histoire : un amour impossible. En effet, Djame et Fatoumata sont décrits comme deux artistes incompris qui se rencontrent dans un lieu insolité. Djame est un fils pris à partie par son père, tandis que Fatoumata est chérie par ses parents. Malgré la naissance de cet amour, la question demeure : leur histoire finira-t-elle par se concrétiser ou sera-t-elle marquée par des cœurs brisés ?
Pour découvrir les évolutions de cet amour contrarié, il suffit de suivre la série « Djame et Fatoumata » sur Marodi Tv Pulaar sur YouTube, dédiée à la culture pulaar. Cette information a été initialement publiée sur Kawtef, que nous remercions pour leur travail remarquable.",https://senego.com/lamour-impossible-de-djame-et-fatoumata-une-serie-captivante-a-ne-pas-manquer_1847872.html
Senego,People,Ticket Laobé : une opposition ferme à la chirurgie esthétique,"12 juin 2025, 14:56",2025-06-12,Faty BA,"Ticket Laobé s’affirme comme une critique résolue de la chirurgie esthétique. L’actrice a récemment évoqué cette position, soulignant qu’une telle procédure lui avait été suggérée par le passé, mais qu’elle avait fermement décliné l’offre.
« Je ne ferai jamais de chirurgie parce qu’il y a d’autres moyens de perdre du poids. Les thés minceurs et le sport sont là », déclare-t-elle sans équivoque. Elle insiste sur l’importance de ces alternatives naturelles, expliquant que son refus de la chirurgie était total dès la première proposition.
Ces propos ont été publiés à l’origine par le site de nos confrères de Kawtef. Ticket Laobé affirme ainsi sa préférence pour les méthodes naturelles de gestion du poids, illustrant son engagement personnel contre ce qu’elle considère comme des solutions superficielles.",https://senego.com/ticket-laobe-une-opposition-ferme-a-la-chirurgie-esthetique_1847832.html
